RTOM,SOD NO,Service,Order Type,Time Range 
R-KI,SIY202008210099170,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,IHA202008190097594,AB-FTTH,CREATE,T>1M
R-KI,VR202010170070064,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KI202010170070133,AB-FTTH,CREATE,10D<T<=1M
R-KI,KI202010080059612,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KDW202010080037986,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KI202010070018050,AB-FTTH,CREATE,10D<T<=1M
R-KI,HEY202010160028616,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KI202010050061325,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,DX202010210061036,AB-FTTH,MODIFY-LOCATION,7D<T<=10D
R-KI,SIY202010210061076,AB-FTTH,CREATE-UPGRD SAME NO,7D<T<=10D
R-KI,MAN202010200041670,AB-FTTH,CREATE-UPGRD SAME NO,7D<T<=10D
R-KI,KI202010270071810,AB-FTTH,CREATE-OR,T<=7D
R-KI,VR202010240034516,AB-FTTH,CREATE-UPGRD SAME NO,T<=7D
R-KI,KI202010270075774,AB-FTTH,CREATE-UPGRD SAME NO,T<=7D
R-KI,KI202009080032825,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202010190005399,AB-FTTH,CREATE-UPGRD SAME NO,7D<T<=10D
R-KI,KWL202010190009103,AB-FTTH,CREATE-UPGRD SAME NO,7D<T<=10D
R-KI,SIY202008140078415,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202006190051711,AB-FTTH,CREATE,T>1M
R-KI,KI202006160049063,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202006130076476,AB-FTTH,CREATE,T>1M
R-KI,KDW202006160058122,AB-FTTH,CREATE,T>1M
R-KI,MAL202006150005138,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202009150087859,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KWL202009140068045,AB-FTTH,CREATE,T>1M
R-KI,KI202009110017633,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202009100088330,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,MAN202007100027293,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,SIY202009220090537,AB-FTTH,CREATE,T>1M
R-KI,KDW201912120084827,AB-FTTH,MODIFY-LOCATION,T>1M
R-KI,KI202006250011070,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202009040053692,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202008240064147,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202009070001454,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202009050063910,AB-FTTH,CREATE,T>1M
R-KI,KI202009050063749,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KWL202009050063870,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,BIA202009020022630,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202009020024278,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202008310001844,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202009040042594,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202009020014256,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202009040042443,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,DG202008270034557,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202007030046804,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,MAN202007070024899,AB-FTTH,CREATE,T>1M
R-KI,DG202007130085079,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,VR202007170033595,AB-FTTH,CREATE,T>1M
R-KI,IHA202007170021333,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202010050045187,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,MAL202010090080455,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,IHA202010160028545,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,GIR202010050040089,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,MAN202010170070063,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,MAN202010170070149,AB-FTTH,MODIFY-LOCATION,10D<T<=1M
R-KI,VR202010100095869,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KI202010090074097,AB-FTTH,CREATE,10D<T<=1M
R-KI,KI202010060087316,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KI202010080059644,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KI202010070010332,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,PUG202010130041294,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,SIY202010100095935,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KI202010090089655,AB-FTTH,CREATE,10D<T<=1M
R-KI,VR202007290051485,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,MAL202007220040303,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202008060091884,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202008130040250,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KWL202008120010956,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202008100043522,AB-FTTH,CREATE,T>1M
R-KI,DG202008110084147,AB-FTTH,CREATE,T>1M
R-KI,MAN202008110065250,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202008060091879,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,MAN202008210093794,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202008220030931,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,MAL202008150094143,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,BIA202008190016079,AB-FTTH,CREATE,T>1M
R-KI,KI202008210087424,AB-FTTH,CREATE,T>1M
R-KI,VR202010140070370,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,SIY202010090085083,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KI202010080053872,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KI202010160044034,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KDW202010070005658,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KI202010020014944,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KI202010020008377,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KDW202010130030942,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KI202010160044013,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,VR202010170056210,AB-FTTH,MODIFY-LOCATION,10D<T<=1M
R-KI,SIY202010210069902,AB-FTTH,CREATE-UPGRD SAME NO,7D<T<=10D
R-KI,KI202010210069928,AB-FTTH,CREATE,7D<T<=10D
R-KI,KI202010200048324,AB-FTTH,CREATE-UPGRD SAME NO,7D<T<=10D
R-KI,KDW202010220086302,AB-FTTH,CREATE-UPGRD SAME NO,7D<T<=10D
R-KI,MAN202010210066690,AB-FTTH,CREATE-UPGRD SAME NO,7D<T<=10D
R-KI,KI202010230024520,AB-FTTH,CREATE-UPGRD SAME NO,T<=7D
R-KI,KDW202010210066670,AB-FTTH,CREATE-UPGRD SAME NO,7D<T<=10D
R-KI,KI202010210061124,AB-FTTH,CREATE-UPGRD SAME NO,7D<T<=10D
R-KI,BIA202010200052162,AB-FTTH,CREATE-UPGRD SAME NO,7D<T<=10D
R-KI,KI202010240042407,AB-FTTH,CREATE-UPGRD SAME NO,T<=7D
R-KI,MAN202010190011427,AB-FTTH,MODIFY-LOCATION,7D<T<=10D
R-KI,KI202001150043077,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202007100032510,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,BIA202007100021255,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202005220084183,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,MAN202009220090552,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,BIA202009090070868,AB-FTTH,CREATE,T>1M
R-KI,KDW202009090067460,AB-FTTH,MODIFY-LOCATION,T>1M
R-KI,DG202006210099898,AB-FTTH,CREATE,T>1M
R-KI,KDW202006200094681,AB-FTTH,CREATE,T>1M
R-KI,HEY202006250015981,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202009040045190,AB-FTTH,MODIFY-LOCATION,T>1M
R-KI,KI202009070097784,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,SIY202009050056130,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202009070001458,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202009020023236,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202009020022420,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202009040045206,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202009050063932,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202008270021779,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202009040049028,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202009040046322,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202008250070628,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202007020013965,AB-FTTH,CREATE,T>1M
R-KI,KI202007070026861,AB-FTTH,CREATE,T>1M
R-KI,KI202007010087347,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202007080058355,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,BIA202009170054670,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,BIA202009180091943,AB-FTTH,CREATE,T>1M
R-KI,DX202007130076083,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202007130075008,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202007150059201,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,BIA202007150037608,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202007200004820,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,DG202009300086728,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,MAL202009300087393,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,DG202010050061289,AB-FTTH,CREATE,10D<T<=1M
R-KI,SIY202010170070142,AB-FTTH,MODIFY-LOCATION,10D<T<=1M
R-KI,SIY202010050040051,AB-FTTH,CREATE,10D<T<=1M
R-KI,KI202009290062665,AB-FTTH,CREATE,10D<T<=1M
R-KI,MAN202010030023383,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,DG202010100095879,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KI202009240066497,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,HEY202009240066586,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202010120013255,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KDW202007280016313,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,VR202007220041974,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,IHA202007220052938,AB-FTTH,MODIFY-LOCATION,T>1M
R-KI,BIA202007220040320,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202008130040644,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202008060081903,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,VR202008100049076,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202008060081852,AB-FTTH,MODIFY-LOCATION,T>1M
R-KI,BIA202008130040228,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,DG202008060081847,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202008010029725,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,DX202008120096125,AB-FTTH,CREATE,T>1M
R-KI,PUG202008010029820,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202008010029854,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,MAN202008040049363,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,BIA202008130035998,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202008100043551,AB-FTTH,CREATE,T>1M
R-KI,KI202008180066812,AB-FTTH,MODIFY-LOCATION,T>1M
R-KI,VR202010100095887,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,SIY202010090085021,AB-FTTH,CREATE,10D<T<=1M
R-KI,KI202010130041363,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KDW202010130041402,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,SIY202010080037975,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,DG202009250096265,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202010050054740,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,BIA202010090075942,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KWL202010200052180,AB-FTTH,CREATE-UPGRD SAME NO,7D<T<=10D
R-KI,KDW202010280097836,AB-FTTH,CREATE-UPGRD SAME NO,T<=7D
R-KI,SIY202010270071792,AB-FTTH,CREATE,T<=7D
R-KI,VR202010210060693,AB-FTTH,CREATE,7D<T<=10D
R-KI,KDW202010210061096,AB-FTTH,CREATE,7D<T<=10D
R-KI,KI202010220000482,AB-FTTH,CREATE-UPGRD SAME NO,T<=7D
R-KI,KI202010260064951,AB-FTTH,CREATE-UPGRD SAME NO,T<=7D
R-KI,KDW202010230024879,AB-FTTH,CREATE-UPGRD SAME NO,T<=7D
R-KI,KDW202010190098023,AB-FTTH,CREATE,10D<T<=1M
R-KI,KI202009080032835,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202010180095989,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KI202010180095964,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KI202002200096874,AB-FTTH,CREATE-OR,T>1M
R-KI,KI202007110053484,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KWL202001160076100,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,DX202001210063690,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202001140041483,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,BIA202009150000117,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,BIA202009150000205,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,SIY202009220084481,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,PUG202005180027794,AB-FTTH,CREATE,T>1M
R-KI,KWL201912090014218,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,BIA202006220019583,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,SIY202006210099956,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202009040042572,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202009020014237,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202009040042464,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,VR202008280054085,AB-FTTH,CREATE,T>1M
R-KI,KDW202009070089908,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KWL202008260099311,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202009030027424,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,MAN202007070024930,AB-FTTH,CREATE,T>1M
R-KI,KDW202009210040120,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202009180083135,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,IHA202009180088429,AB-FTTH,CREATE,T>1M
R-KI,VR202007130074980,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KWL202007110060487,AB-FTTH,CREATE,T>1M
R-KI,KI202007200096035,AB-FTTH,CREATE,T>1M
R-KI,KI202007200004868,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,MAN202007160082718,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202007140008773,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,IHA202007140008730,AB-FTTH,CREATE,T>1M
R-KI,KI202007150037687,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202007140008739,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,MAL202009260015259,AB-FTTH,CREATE,T>1M
R-KI,KI202010070005827,AB-FTTH,CREATE,10D<T<=1M
R-KI,KI202010130034793,AB-FTTH,CREATE,10D<T<=1M
R-KI,KI202009250098466,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KWL202010170064775,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,BIA202010170064789,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,MAN202010080037902,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,GIR202010130031004,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KI202010050040114,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KI202010080054158,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KI202010020014928,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KI202010080037743,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KI202009260015216,AB-FTTH,CREATE,T>1M
R-KI,KI202010130048277,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,BIA202007230088815,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,VR202007290051284,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,SIY202008130031787,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,BIA202008130045513,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202008020043527,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,SIY202008120006990,AB-FTTH,CREATE,T>1M
R-KI,VR202008240046321,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202008200049316,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202010050045205,AB-FTTH,MODIFY-LOCATION,10D<T<=1M
R-KI,MAN202009290067777,AB-FTTH,CREATE-OR,10D<T<=1M
R-KI,KI202009290058080,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,HEY202010140075674,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,SIY202010120007568,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,VR202010120020054,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KI202010080046309,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KDW202010260061584,AB-FTTH,CREATE-UPGRD SAME NO,T<=7D
R-KI,KDW202010220094854,AB-FTTH,CREATE-UPGRD SAME NO,T<=7D
R-KI,KDW202010230024566,AB-FTTH,CREATE-UPGRD SAME NO,T<=7D
R-KI,KI202010210061117,AB-FTTH,CREATE,7D<T<=10D
R-KI,IHA202010200033837,AB-FTTH,CREATE-UPGRD SAME NO,7D<T<=10D
R-KI,KI202010280002485,AB-FTTH,CREATE,T<=7D
R-KI,KDW202010200039486,AB-FTTH,CREATE,7D<T<=10D
R-KI,SIY202010200048253,AB-FTTH,CREATE-UPGRD SAME NO,7D<T<=10D
R-KI,VR202009160028495,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,MAN202009080029498,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202008140067881,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,BIA202001080019251,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202010190006336,AB-FTTH,CREATE,7D<T<=10D
R-KI,DG202001130007691,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202009100096312,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202009100087226,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202007100021262,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202009220082038,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,BIA202009230024246,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,HEY202009220092861,AB-FTTH,CREATE,T>1M
R-KI,PUG201912120076456,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202006210099872,AB-FTTH,CREATE,T>1M
R-KI,KI202009040046369,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202009070095542,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KWL202008260005097,AB-FTTH,CREATE,T>1M
R-KI,KDW202009040045279,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,BIA202009050063893,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202009040042416,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202009040042567,AB-FTTH,CREATE,T>1M
R-KI,KI202008260005454,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202009020014292,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,VR202009070092850,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,MAN202008270021778,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202007040074751,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KWL202007010090742,AB-FTTH,CREATE,T>1M
R-KI,KI202007040074735,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,HEY202009180091948,AB-FTTH,CREATE,T>1M
R-KI,BIA202009210049404,AB-FTTH,CREATE,T>1M
R-KI,KDW202009210048197,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202007160095431,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,HEY202007150053092,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,BIA202010080053867,AB-FTTH,CREATE,10D<T<=1M
R-KI,KI202009280038229,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202009300087403,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KDW202010150006272,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KI202010060087340,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KDW202007230075591,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202007290046881,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KWL202007300083641,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202008130036740,AB-FTTH,CREATE-OR,T>1M
R-KI,KI202008060081872,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,IHA202008010029912,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,VR202008040049323,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202008020043540,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202008110065339,AB-FTTH,CREATE,T>1M
R-KI,IHA202009170037644,AB-FTTH,MODIFY-LOCATION,T>1M
R-KI,KI202008220032393,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202008150091752,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,DG202008190009651,AB-FTTH,CREATE,T>1M
R-KI,KI202008220023805,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202008180062107,AB-FTTH,CREATE,T>1M
R-KI,DG202010070005650,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,VR202010100095849,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,DX202010170070094,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KDW202010070010333,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,SIY202010080040056,AB-FTTH,CREATE,10D<T<=1M
R-KI,KI202010070005849,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KDW202010070005652,AB-FTTH,MODIFY-LOCATION,10D<T<=1M
R-KI,HEY202009290061148,AB-FTTH,CREATE-UPGRD SAME NO,10D<T<=1M
R-KI,KI202010050051907,AB-FTTH,CREATE,10D<T<=1M
R-KI,KI202009250094402,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,SIY202010200041677,AB-FTTH,CREATE-UPGRD SAME NO,7D<T<=10D
R-KI,KI202010280005856,AB-FTTH,CREATE-UPGRD SAME NO,T<=7D
R-KI,KI202010230025129,AB-FTTH,CREATE,T<=7D
R-KI,SIY202010230024612,AB-FTTH,CREATE-UPGRD SAME NO,T<=7D
R-KI,KDW202010210060720,AB-FTTH,CREATE-UPGRD SAME NO,7D<T<=10D
R-KI,SIY202010200039429,AB-FTTH,CREATE,7D<T<=10D
R-KI,VR202010220089072,AB-FTTH,CREATE-UPGRD SAME NO,T<=7D
R-KI,MAN202010240042394,AB-FTTH,CREATE-UPGRD SAME NO,T<=7D
R-KI,MAN202010200033015,AB-FTTH,CREATE-UPGRD SAME NO,7D<T<=10D
R-KI,SIY202010200044965,AB-FTTH,CREATE-UPGRD SAME NO,7D<T<=10D
R-KI,KWL202010240042419,AB-FTTH,CREATE-UPGRD SAME NO,T<=7D
R-KI,KI202010260059273,AB-FTTH,CREATE,T<=7D
R-KI,VR202010230020158,AB-FTTH,CREATE-UPGRD SAME NO,T<=7D
R-KI,KDW202010210060769,AB-FTTH,CREATE-UPGRD SAME NO,7D<T<=10D
R-KI,KWL201910310043805,AB-FTTH,CREATE,T>1M
R-KI,KI202008140068056,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,IHA202006300030451,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202009150087844,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,DX202009150087895,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KI202009100092692,AB-FTTH,CREATE,T>1M
R-KI,SIY202009100086569,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,IHA202009110017662,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202009090067487,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
R-KI,KDW202009090066406,AB-FTTH,CREATE-UPGRD SAME NO,T>1M
