RTOM,SOD NO,Service,Order Type,Time Range 
R-NG,NG202008310090808,IPTV,CREATE,T>1M
R-NG,KAA202008240066114,IPTV,CREATE,T>1M
R-NG,KAA202009020021341,IPTV,CREATE,T>1M
R-NG,KN202009100083654,IPTV,CREATE,T>1M
R-NG,DJ202009180097081,IPTV,CREATE,T>1M
R-NG,MNG202009230037012,IPTV,CREATE,T>1M
R-NG,KN202010120008453,IPTV,MODIFY-LOCATION,7D<T<=1M
R-NG,RL202010150008075,IPTV,CREATE,7D<T<=1M
R-NG,KAA202010060089682,IPTV,CREATE,7D<T<=1M
R-NG,RL202010160048663,IPTV,CREATE,7D<T<=1M
R-NG,NG202010040034908,IPTV,MODIFY-LOCATION,T>1M
R-NG,MNG202009300072782,IPTV,CREATE,T>1M
R-NG,RL202010150016256,IPTV,CREATE,7D<T<=1M
R-NG,MNG202010130049358,IPTV,CREATE,7D<T<=1M
R-NG,KK202011020052274,IPTV,CREATE,T<=3D
R-NG,RL202010280001351,IPTV,CREATE,3D<T<=7D
R-NG,NG202010200052664,IPTV,CREATE,7D<T<=1M
R-NG,DH202010250051693,IPTV,CREATE,7D<T<=1M
R-NG,MNG202011010048122,IPTV,CREATE,T<=3D
R-NG,NG201903180082853,IPTV,CREATE,T>1M
R-NG,NG201809270071768,IPTV,MODIFY-LOCATION,T>1M
R-NG,KN201903190093551,IPTV,CREATE,T>1M
R-NG,KN201903190092152,IPTV,CREATE,T>1M
R-NG,NG201903230025408,IPTV,CREATE,T>1M
R-NG,KK201903250038208,IPTV,CREATE,T>1M
R-NG,KAA202003110008399,IPTV,CREATE,T>1M
R-NG,NG202001020009603,IPTV,CREATE,T>1M
R-NG,MNG201903290077496,IPTV,CREATE,T>1M
R-NG,DJ201903270062844,IPTV,CREATE,T>1M
R-NG,SL202007090008864,IPTV,CREATE,T>1M
R-NG,MNG202009080032828,IPTV,CREATE,T>1M
R-NG,KN202009150095413,IPTV,CREATE,T>1M
R-NG,KN202002030088275,IPTV,CREATE,T>1M
R-NG,DJ202009080037645,IPTV,CREATE,T>1M
R-NG,BDL201808180066202,IPTV,CREATE,T>1M
R-NG,DJ201811090002648,IPTV,CREATE,T>1M
R-NG,NG201811100039949,IPTV,CREATE,T>1M
R-NG,NG201812290005817,IPTV,CREATE,T>1M
R-NG,NG201812260037488,IPTV,CREATE,T>1M
R-NG,KN201901140015957,IPTV,CREATE,T>1M
R-NG,KN201901140015958,IPTV,CREATE,T>1M
R-NG,MNG201901030064161,IPTV,CREATE,T>1M
R-NG,KN201903090001146,IPTV,CREATE,T>1M
R-NG,NG201903060071669,IPTV,CREATE,T>1M
R-NG,DJ201903130040759,IPTV,CREATE,T>1M
R-NG,RL201903080096502,IPTV,CREATE,T>1M
R-NG,NG201903080096643,IPTV,CREATE,T>1M
R-NG,MNG201903160069429,IPTV,CREATE,T>1M
R-NG,KK201903130037649,IPTV,CREATE,T>1M
R-NG,KK201903140044370,IPTV,CREATE,T>1M
R-NG,MNG201903050059089,IPTV,CREATE,T>1M
R-NG,KK201903160069865,IPTV,CREATE,T>1M
R-NG,NG201907150042030,IPTV,CREATE,T>1M
R-NG,NG201908130043125,IPTV,CREATE,T>1M
R-NG,KK201910070064008,IPTV,CREATE,T>1M
R-NG,MNG201910280090075,IPTV,CREATE,T>1M
R-NG,KAA201910230059285,IPTV,CREATE,T>1M
R-NG,DJ201911220080539,IPTV,CREATE,T>1M
R-NG,NG202001030013025,IPTV,CREATE,T>1M
R-NG,MNG202001270035726,IPTV,CREATE,T>1M
R-NG,KK202002150067321,IPTV,CREATE,T>1M
R-NG,MNG202002100038754,IPTV,CREATE,T>1M
R-NG,DH202002220032287,IPTV,CREATE,T>1M
R-NG,KN202002290014186,IPTV,CREATE,T>1M
R-NG,KK202003220047451,IPTV,CREATE,T>1M
R-NG,KN202003120043089,IPTV,CREATE,T>1M
R-NG,RL202005210055974,IPTV,CREATE,T>1M
R-NG,NG202006120059927,IPTV,CREATE,T>1M
R-NG,KN202006240091262,IPTV,CREATE-OR,T>1M
R-NG,MNG202006290000864,IPTV,CREATE,T>1M
R-NG,MNG202006250017989,IPTV,CREATE,T>1M
R-NG,MNG202006240091188,IPTV,CREATE,T>1M
R-NG,MNG202006300045067,IPTV,CREATE,T>1M
R-NG,MNG202006300043208,IPTV,CREATE,T>1M
R-NG,NG202007030066897,IPTV,CREATE,T>1M
R-NG,SL202007090013721,IPTV,CREATE,T>1M
R-NG,KK202007250048677,IPTV,CREATE,T>1M
R-NG,MNG202008040067943,IPTV,CREATE,T>1M
R-NG,KN202008200056406,IPTV,CREATE,T>1M
R-NG,DH202008200057913,IPTV,CREATE,T>1M
R-NG,KN202009020025726,IPTV,CREATE,T>1M
R-NG,KK202008270036402,IPTV,CREATE,T>1M
R-NG,KN202009030034240,IPTV,CREATE,T>1M
R-NG,DH202008260014566,IPTV,CREATE,T>1M
R-NG,SL202008310002492,IPTV,CREATE,T>1M
R-NG,DH202009090073345,IPTV,CREATE,T>1M
R-NG,DJ202009210053397,IPTV,CREATE,T>1M
R-NG,DJ202009210040709,IPTV,CREATE,T>1M
R-NG,NG202009230016303,IPTV,CREATE,T>1M
R-NG,KAA202009240059837,IPTV,CREATE,T>1M
R-NG,RL202010120026530,IPTV,CREATE-OR,7D<T<=1M
R-NG,KN202009280032698,IPTV,CREATE,T>1M
R-NG,RL202010020002195,IPTV,CREATE,T>1M
R-NG,KK202010070011189,IPTV,CREATE,7D<T<=1M
R-NG,KN202010020004528,IPTV,CREATE,T>1M
R-NG,MNG202010130035919,IPTV,CREATE,7D<T<=1M
R-NG,DJ202009300074888,IPTV,CREATE,T>1M
R-NG,DJ202010170058953,IPTV,CREATE,7D<T<=1M
R-NG,RL202010050042729,IPTV,CREATE,7D<T<=1M
R-NG,NG202010310031148,IPTV,CREATE,3D<T<=7D
R-NG,NG202010210063430,IPTV,CREATE,7D<T<=1M
R-NG,DJ202010310031128,IPTV,CREATE,3D<T<=7D
